,Time,Returns_ELET3
172,2013-06-19,-0.04680406619780264
173,2013-06-20,-0.006269613013595521
174,2013-06-21,-0.02547908530098475
175,2013-06-24,-0.023940207546008452
176,2013-06-25,0.017467693040390975
177,2013-06-26,-0.013072081567352845
178,2013-06-27,0.021692824611259987
179,2013-06-28,-0.00645858003941191
180,2013-07-01,-0.010857869972049183
181,2013-07-02,-0.022075951699199736
182,2013-07-03,-0.015748356968139143
183,2013-07-04,0.013513719166722726
184,2013-07-05,-0.013513719166722726
185,2013-07-08,0.004524894598289642
186,2013-07-10,0.028923039469250345
187,2013-07-11,0.040821994520255256
188,2013-07-12,0.006295928456814703
189,2013-07-15,0.02683339530306461
190,2013-07-16,-0.012295236857037484
191,2013-07-17,-0.004132237284910412
192,2013-07-18,-0.020921265160639635
193,2013-07-19,-0.023530497410194195
194,2013-07-22,0.04237922296886154
195,2013-07-23,0.00414079266603129
196,2013-07-24,-0.01877010268199042
197,2013-07-25,0.02700060181850583
198,2013-07-26,
199,2013-07-29,
200,2013-07-30,-0.0354573118367294
201,2013-07-31,-0.027988909902232795
202,2013-08-01,0.019460073554712354
203,2013-08-02,-0.032647077836666094
204,2013-08-05,0.019715863164417424
205,2013-08-06,-0.035323760830408446
206,2013-08-07,0.0022446698538238774
207,2013-08-08,0.039565600206191265
208,2013-08-09,0.03805956182434511
209,2013-08-12,0.03466198170091839
210,2013-08-13,-0.004016069654890098
211,2013-08-14,0.008016074988236088
212,2013-08-15,-0.008016074988236088
213,2013-08-16,0.01596840317873105
214,2013-08-19,-0.01596840317873105
215,2013-08-20,-0.02444113515914559
216,2013-08-21,0.010256500167189264
217,2013-08-22,0.020202707317519275
218,2013-08-23,0.009950330853168099
219,2013-08-26,-0.030153038170687374
220,2013-08-27,-0.00614126802208248
221,2013-08-28,0.00614126802208248
222,2013-08-29,0.014184634991956324
223,2013-08-30,0.0020100509280243095
224,2013-09-02,0.04322873455081999
225,2013-09-03,0.013371736965889225
226,2013-09-04,-0.0018993358036523134
227,2013-09-05,0.035484581925534275
228,2013-09-06,0.028935110859452218
229,2013-09-09,0.08701137698962969
230,2013-09-10,0.004889985294191934
231,2013-09-11,-0.008163310639161203
232,2013-09-12,-0.014864022632149254
233,2013-09-13,0.008285051534106858
234,2013-09-16,-0.009950330853168099
235,2013-09-17,0.03601043752303301
236,2013-09-18,0.019108861698046598
237,2013-09-19,-0.03042668663070791
238,2013-09-20,0.008097210232619334
239,2013-09-23,0.008032171697264223
240,2013-09-24,-0.008032171697264223
241,2013-09-25,0.0016116038943414512
242,2013-09-26,-0.0016116038943414512
243,2013-09-27,0.014411778661303165
244,2013-09-30,-0.006379606964038942
245,2013-10-01,0.020586633608388194
246,2013-10-02,0.017094433359300165
247,2013-10-03,0.027357329211533665
248,2013-10-04,-0.006015055729761132
249,2013-10-07,0.013483350337287092
250,2013-10-08,-0.018018505502678472
251,2013-10-09,-0.02609511078285176
252,2013-10-10,0.05152654867465567
253,2013-10-11,-0.00592594326754714
254,2013-10-14,0.04361156216593698
255,2013-10-15,0.019718948788955526
256,2013-10-16,0.0
257,2013-10-17,0.0013937284486038592
258,2013-10-18,0.017943890701554333
259,2013-10-21,0.012236726448437096
260,2013-10-22,0.020067563050809145
261,2013-10-23,-0.024129857059688176
262,2013-10-24,-0.028907725228690895
263,2013-10-25,0.0
264,2013-10-28,0.024828861653869883
265,2013-10-29,0.0
266,2013-10-30,-0.03324405857915447
267,2013-10-31,0.0
268,2013-11-01,-0.050552279162831226
269,2013-11-04,0.0
270,2013-11-05,-0.05324451451881229
271,2013-11-06,-0.04473589384139154
272,2013-11-07,-0.003273325344969269
273,2013-11-08,-0.016529301951210496
274,2013-11-11,-0.006688988150796549
275,2013-11-12,0.010016778243471247
276,2013-11-13,0.021364822497697
277,2013-11-14,0.004866189651172803
278,2013-11-18,0.011263192278710754
279,2013-11-19,-0.05762911283663641
280,2013-11-21,0.016807118316381153
281,2013-11-22,0.011599135843352038
282,2013-11-25,0.006568168112097039
283,2013-11-26,-0.028217639808950423
284,2013-11-27,-0.005063301956546695
285,2013-11-28,-0.017065260554187223
286,2013-11-29,0.018755878032094664
287,2013-12-02,-0.020478531343540718
288,2013-12-03,-0.013889112160667239
289,2013-12-04,-0.0017497817237874802
290,2013-12-05,0.019081238075427498
291,2013-12-06,0.022090957814191903
292,2013-12-09,0.006700192569819796
293,2013-12-10,0.0
294,2013-12-11,-0.015139061215684313
295,2013-12-12,0.0016934805063331115
296,2013-12-13,-0.010204170174241911
297,2013-12-16,0.0085106896679088
298,2013-12-17,-0.015371780047854111
299,2013-12-18,0.02044364214581429
300,2013-12-19,0.02003405903311606
301,2013-12-20,-0.003311261303655888
302,2013-12-23,-0.003322262191977954
303,2013-12-26,-0.0016652793190612414
304,2013-12-27,-0.008368249670516636
305,2013-12-30,-0.013536585717533134
306,2014-01-02,-0.05786013308081284
307,2014-01-03,0.07139671879834597
308,2014-01-06,0.023256862164267256
309,2014-01-07,-0.03000225030379866
310,2014-01-08,-0.008496227829085656
311,2014-01-09,-0.012017312004017455
312,2014-01-10,-0.0034602110648955797
313,2014-01-13,0.0017316021642779234
314,2014-01-14,-0.0069444723528111485
315,2014-01-15,-0.01580366517312526
316,2014-01-16,-0.04155972970679489
317,2014-01-17,-0.0018467225931646514
318,2014-01-20,0.0036900410874538547
319,2014-01-21,-0.009250759772150952
320,2014-01-22,0.001857010747212673
321,2014-01-23,-0.02441435817128723
322,2014-01-24,-0.019194447256147162
323,2014-01-27,0.01156082240107592
324,2014-01-28,0.0057306747089851395
325,2014-01-29,-0.015355388083194699
326,2014-01-30,-0.007767029337659492
327,2014-01-31,0.01739174271186905
328,2014-02-03,-0.03707741778289941
329,2014-02-04,-0.0019900504080101467
330,2014-02-05,-0.0059940239402103135
331,2014-02-06,0.011952333523840952
332,2014-02-07,0.0176648361798053
333,2014-02-10,-0.027615167032973398
334,2014-02-11,0.01192857086527388
335,2014-02-12,0.0019743343037177397
336,2014-02-13,0.0
337,2014-02-14,-0.005934735519814716
338,2014-02-17,-0.057158413839948574
339,2014-02-18,-0.04073446333721531
340,2014-02-19,0.030174703122213042
341,2014-02-20,0.014752638475038271
342,2014-02-21,0.02479465861321639
343,2014-02-24,-0.031090587070031095
344,2014-02-25,0.004201686853699815
345,2014-02-26,-0.008421102396408031
346,2014-02-27,0.055512709930258586
347,2014-02-28,0.0
348,2014-03-05,-0.020202707317519275
349,2014-03-06,0.0
350,2014-03-07,-0.048076133435775104
351,2014-03-10,-0.00860220358266317
352,2014-03-11,0.015005640617870242
353,2014-03-12,0.05182506786458596
354,2014-03-13,0.021978906718775226
355,2014-03-14,-0.03417417981259363
356,2014-03-17,0.0162275366217568
357,2014-03-18,0.04716001565673822
358,2014-03-19,0.05960795976896782
359,2014-03-20,0.04248426498576485
360,2014-03-21,-0.0034722257107491217
361,2014-03-24,0.029136594086655254
362,2014-03-25,-0.018755878032094664
363,2014-03-26,-0.003448279278915889
364,2014-03-27,0.09389608576712694
365,2014-03-28,-0.009478743954543845
366,2014-03-31,0.04652001563489283
367,2014-04-01,0.022472855852058826
368,2014-04-02,0.04348511193973881
369,2014-04-03,0.03758271114904277
370,2014-04-04,-0.01931094491308727
371,2014-04-07,0.03018061714999143
372,2014-04-08,-0.013605652055778794
373,2014-04-09,-0.06801487629897474
374,2014-04-10,0.026050677199942474
375,2014-04-11,0.012775191488722859
376,2014-04-14,0.023694488292668625
377,2014-04-15,-0.008298802814695083
378,2014-04-16,0.03144483270765819
379,2014-04-17,0.03179075664949682
380,2014-04-22,0.0295461440938114
381,2014-04-23,0.002528446353358582
382,2014-04-24,-0.005063301956546695
383,2014-04-25,-0.028315920117287785
384,2014-04-28,0.005208345107138079
385,2014-04-29,0.03571808260207909
386,2014-04-30,-0.02666824708216131
387,2014-05-02,-0.02872260111862257
388,2014-05-05,0.02226680077575116
389,2014-05-06,0.007741974153615772
390,2014-05-07,-0.03266129637849824
391,2014-05-08,-0.0013289038500539085
392,2014-05-09,-0.07882447838504736
393,2014-05-12,0.038113293328033926
394,2014-05-13,0.01648388972168946
395,2014-05-14,0.026883339393440675
396,2014-05-15,-0.05171220104731056
397,2014-05-16,0.023465534926005782
398,2014-05-19,-0.024863159192643813
399,2014-05-20,-0.031252543504104446
400,2014-05-21,-0.014535139619113124
401,2014-05-22,0.014535139619113124
402,2014-05-23,-0.005788728176244762
403,2014-05-26,0.0014503265776466545
404,2014-05-27,-0.02941388520629329
405,2014-05-28,-0.0014936522567834398
406,2014-05-29,0.005961269516499446
407,2014-05-30,-0.011958288988873633
408,2014-06-02,-0.013626251711765347
409,2014-06-03,0.012121360532344916
410,2014-06-04,-0.004528309624747484
411,2014-06-05,-0.010646488394487674
412,2014-06-06,0.08917519123680906
413,2014-06-09,0.011126679464757094
414,2014-06-10,0.009635311983672068
415,2014-06-11,-0.027779564107075716
416,2014-06-13,-0.01561422780155075
417,2014-06-16,-0.014409471220151904
418,2014-06-17,-0.020528580141128572
419,2014-06-18,0.03207271988799398
420,2014-06-20,-0.05758047943520661
421,2014-06-23,-0.0045696956900653785
422,2014-06-24,-0.004590673708599002
423,2014-06-25,-0.001534919718083616
424,2014-06-26,0.0
425,2014-06-27,-0.010810916104215584
426,2014-06-30,-0.007794271726818902
427,2014-07-01,-0.038282186571016785
428,2014-07-02,0.008097210232619334
429,2014-07-03,0.0
430,2014-07-04,0.004827040748315747
431,2014-07-07,0.025357935590081704
432,2014-07-08,0.0
433,2014-07-10,-0.0062794554848433215
434,2014-07-11,-0.006319136351478294
435,2014-07-14,0.04037815594339733
436,2014-07-15,0.013605652055778572
437,2014-07-16,-0.01971254126395805
438,2014-07-17,-0.012326812480658589
439,2014-07-18,0.060168521466452685
440,2014-07-21,0.014493007302567085
441,2014-07-22,-0.01595392794224182
442,2014-07-23,-0.038752986297233116
443,2014-07-24,0.00606062461169099
444,2014-07-25,-0.00606062461169099
445,2014-07-28,-0.029300476947782483
446,2014-07-29,-0.003134798805371375
447,2014-07-30,-0.004720701134937499
448,2014-07-31,-0.014297304700824354
449,2014-08-01,0.004788516731797143
450,2014-08-04,0.018928009885518904
451,2014-08-05,-0.004698520781554194
452,2014-08-06,0.015576638928737063
453,2014-08-07,0.003086422203189443
454,2014-08-08,0.019832839232918342
455,2014-08-11,0.013503581034673529
456,2014-08-12,-0.010486987495248012
457,2014-08-13,-0.02284943277234386
458,2014-08-14,0.013772214621227352
459,2014-08-15,0.035824726518144834
460,2014-08-18,-0.0029368596733096997
461,2014-08-19,0.011696039763191113
462,2014-08-20,0.028655255760376308
463,2014-08-21,0.018195043591229254
464,2014-08-22,-0.0055632966853287336
465,2014-08-25,0.022069861287031145
466,2014-08-26,0.024259949877483367
467,2014-08-27,0.06320607590379224
468,2014-08-28,-0.03303985407819976
469,2014-08-29,0.0540672212702753
470,2014-09-01,0.05129329438755059
471,2014-09-02,-0.02950066439669774
472,2014-09-03,-0.00841857046559591
473,2014-09-04,-0.04067103973092756
474,2014-09-05,-0.017766964814645902
475,2014-09-08,-0.0405019433093301
476,2014-09-09,-0.028399474521697776
477,2014-09-10,0.008196767204178279
478,2014-09-11,0.0054274217353653675
479,2014-09-12,-0.006788892333686292
480,2014-09-15,-0.008207980417829663
481,2014-09-16,0.04957478562984985
482,2014-09-17,0.02708095860267079
483,2014-09-18,-0.015384918839479234
484,2014-09-19,-0.022208620152278424
485,2014-09-22,-0.04043677590392969
486,2014-09-23,-0.023661507498158096
487,2014-09-24,-0.005649732542119201
488,2014-09-25,-0.002836881335199548
489,2014-09-26,0.040367345728609116
490,2014-09-29,-0.06335686395330797
491,2014-09-30,-0.04762804898925466
492,2014-10-01,-0.04044096955851062
493,2014-10-02,-0.014388737452099454
494,2014-10-03,0.02229391695921268
495,2014-10-06,0.08884696161411298
496,2014-10-07,0.03120820645384126
497,2014-10-08,-0.021172279926055637
498,2014-10-09,0.009936206659129754
499,2014-10-10,-0.05218575317057028
500,2014-10-13,0.062024202170858134
501,2014-10-14,-0.011251876797435001
502,2014-10-15,-0.03746835974706042
503,2014-10-16,-0.038927070514260365
504,2014-10-17,0.06501550659855848
505,2014-10-20,-0.02755794406365797
506,2014-10-21,-0.07320340402329495
507,2014-10-22,-0.033792434975262076
508,2014-10-23,-0.06946059834299945
509,2014-10-24,0.06453852113757108
510,2014-10-27,-0.1075559062212621
511,2014-10-28,0.03774032798284721
512,2014-10-29,0.014010737069598322
513,2014-10-30,0.042559614418795855
514,2014-10-31,0.03601043752303301
515,2014-11-03,-0.029365894804364467
516,2014-11-04,0.0033057881344995543
517,2014-11-05,-0.009950330853168099
518,2014-11-06,-0.03045920748470854
519,2014-11-07,0.006849341845574841
520,2014-11-10,0.026937655731808396
521,2014-11-11,0.009917436657346013
522,2014-11-12,-0.008257685238981516
523,2014-11-13,-0.015037877364540542
524,2014-11-14,-0.05005358821620387
525,2014-11-17,-0.08107568939307419
526,2014-11-18,0.009551170984342994
527,2014-11-19,0.07857922138862117
528,2014-11-21,0.06793783358356587
529,2014-11-24,-0.0016433857437299082
530,2014-11-25,0.004922077205428366
531,2014-11-26,-0.009868501140753994
532,2014-11-27,-0.0016542600960265386
533,2014-11-28,-0.004979263399607303
534,2014-12-01,-0.06531530639551719
535,2014-12-02,0.03319081959174741
536,2014-12-03,0.013652089168327386
537,2014-12-04,-0.003395589001138344
538,2014-12-05,-0.03813286969544394
539,2014-12-08,0.0017652255245692583
540,2014-12-09,-0.028624494574837733
541,2014-12-10,-0.03885780260674698
542,2014-12-11,0.0
543,2014-12-12,0.014981553615617038
544,2014-12-15,0.001857010747212673
545,2014-12-16,-0.04554867024526099
546,2014-12-17,0.08376988306545874
547,2014-12-18,-0.01801850550267825
548,2014-12-19,0.010850016024065656
549,2014-12-22,0.012511333889108078
550,2014-12-23,-0.00355872261699397
551,2014-12-26,0.04359888405431622
552,2014-12-29,0.010186845306993098
553,2014-12-30,-0.020478531343540718
554,2015-01-02,-0.024434025337282117
555,2015-01-05,-0.019625964456748468
556,2015-01-06,0.008968669982760469
557,2015-01-07,0.035091319811270116
558,2015-01-08,-0.019147669414133928
559,2015-01-09,-0.02131519419904704
560,2015-01-12,0.0
561,2015-01-13,-0.009017193650188826
562,2015-01-14,0.02150620522096358
563,2015-01-15,-0.010695289116747775
564,2015-01-16,0.0053619431413853835
565,2015-01-19,-0.04000533461369926
566,2015-01-20,-0.026317308317373334
567,2015-01-21,0.030021016254857757
568,2015-01-22,-0.0018501392881613565
569,2015-01-23,-0.03774032798284721
570,2015-01-26,0.00956945101615081
571,2015-01-27,-0.0038167985267008042
572,2015-01-28,0.0
573,2015-01-29,0.00761908447643922
574,2015-01-30,-0.026924703370592606
575,2015-02-02,0.005830920310793131
576,2015-02-03,0.036159981414443765
577,2015-02-04,-0.018868484304382704
578,2015-02-05,-0.027028672387919395
579,2015-02-06,0.007797310460031737
580,2015-02-09,-0.023576730563996895
581,2015-02-10,-0.009990093075086248
582,2015-02-11,0.002006018726865788
583,2015-02-12,0.01984192079900393
584,2015-02-13,-0.0019665689720407276
585,2015-02-18,0.04616204176316252
586,2015-02-19,0.009354605167220198
587,2015-02-20,-0.020696881771154807
588,2015-02-23,-0.03876454345024438
589,2015-02-24,0.005911347263057198
590,2015-02-25,0.011718884113213424
591,2015-02-26,0.02871010588243128
592,2015-02-27,0.009389740349839082
593,2015-03-02,-0.0458971566923021
594,2015-03-03,0.009737175277858334
595,2015-03-04,-0.021548336206203
596,2015-03-05,0.009852296443011666
597,2015-03-06,-0.01183445764700286
598,2015-03-09,-0.003976148379639444
599,2015-03-10,-0.014042357123038807
600,2015-03-11,-0.010152371464017929
601,2015-03-12,0.0020387366898482195
602,2015-03-13,0.018163970627671056
603,2015-03-16,-0.006018072325562951
604,2015-03-17,0.025820699621742715
605,2015-03-18,0.042232763623273106
606,2015-03-19,0.001877934824199956
607,2015-03-20,0.040446689580589945
608,2015-03-23,0.03191760296830526
609,2015-03-24,0.03430868228298567
610,2015-03-25,0.01837979893708952
611,2015-03-26,-0.06674846678837376
612,2015-03-27,-0.032376928724459964
613,2015-03-30,0.03767261629917007
614,2015-03-31,0.013986241974740077
615,2015-04-01,0.0324537448497384
616,2015-04-02,0.006700192569819796
617,2015-04-06,0.014913283850717551
618,2015-04-07,-0.003294895896852612
619,2015-04-08,-0.004962789342128904
620,2015-04-09,0.0
621,2015-04-10,-0.0066555986117360355
622,2015-04-13,0.019835361056145917
623,2015-04-14,-0.016502024636387835
624,2015-04-15,0.029510338149388637
625,2015-04-16,0.02394368175262973
626,2015-04-17,-0.019108861698046598
627,2015-04-20,0.0
628,2015-04-22,0.057783441763327836
629,2015-04-23,0.04596806308879797
630,2015-04-24,0.07534943724178689
631,2015-04-27,-0.005390848634876377
632,2015-04-28,0.051360859672532566
633,2015-04-29,0.003843694674563025
634,2015-04-30,-0.06881020640287439
635,2015-05-04,0.025694449374782824
636,2015-05-05,0.11347172294998664
637,2015-05-06,0.031674202095228754
638,2015-05-07,-0.0509287078853653
639,2015-05-08,-0.014688146561657067
640,2015-05-11,-0.0037059955943172795
641,2015-05-12,0.0012368585373963015
642,2015-05-13,-0.09321102486915511
643,2015-05-14,-0.04155722629276393
644,2015-05-15,0.020994472996253455
645,2015-05-18,-0.0041637811717794015
646,2015-05-19,-0.04698372999516143
647,2015-05-20,-0.02061928720273576
648,2015-05-21,-0.018018505502678472
649,2015-05-22,0.015037877364540764
650,2015-05-25,0.04665569164079919
651,2015-05-26,-0.05414636336995682
652,2015-05-27,0.04699837010466967
653,2015-05-28,-0.042497237223878326
654,2015-05-29,-0.03503785674087312
655,2015-06-01,0.060168521466452685
656,2015-06-02,0.027359517895817254
657,2015-06-03,-0.03174869831458027
658,2015-06-05,-0.02074148430681655
659,2015-06-08,0.004480963435036234
660,2015-06-09,-0.01956420564636452
661,2015-06-10,-0.018405427542715458
662,2015-06-11,0.007710138425967461
663,2015-06-12,-0.007710138425967461
664,2015-06-15,-0.0031007776782481233
665,2015-06-16,-0.001554001866734378
666,2015-06-17,-0.0031152673169492218
667,2015-06-18,0.018547672355760936
668,2015-06-19,-0.010777625493829213
669,2015-06-22,0.009245058144051077
670,2015-06-23,-0.024845998586530804
671,2015-06-24,-0.014252022707201384
672,2015-06-25,-0.0406890953240997
673,2015-06-26,
674,2015-06-29,
675,2015-06-30,
676,2015-07-01,0.003395589001138344
677,2015-07-02,0.0033840979842405527
678,2015-07-03,-0.006779686985378897
679,2015-07-06,0.020202707317519497
680,2015-07-07,-0.01850347156455978
681,2015-07-08,-0.013675426799675483
682,2015-07-10,0.02044364214581429
683,2015-07-13,0.0016849203649196287
684,2015-07-14,0.037989704542742864
685,2015-07-15,-0.036307618359758154
686,2015-07-16,-0.01183445764700286
687,2015-07-17,-0.011976191046715767
688,2015-07-20,-0.024391453124158913
689,2015-07-21,0.00877968765204562
690,2015-07-22,0.0034904049397685988
691,2015-07-23,-0.019349768179875992
692,2015-07-24,-0.06797841540198046
693,2015-07-27,0.029964788701936307
694,2015-07-28,0.003683245416296499
695,2015-07-29,0.0018365478073014696
696,2015-07-30,0.03426845683481461
697,2015-07-31,0.026248226074936376
698,2015-08-03,0.012017312004017455
699,2015-08-04,-0.013745920904635112
700,2015-08-05,-0.022748137525936407
701,2015-08-06,0.0
702,2015-08-07,-0.02690745291992447
703,2015-08-10,-0.009132483563272453
704,2015-08-11,-0.00736651581676262
705,2015-08-12,-0.020542272300314135
706,2015-08-13,-0.011385322225125227
707,2015-08-14,0.0019065782705816048
708,2015-08-17,-0.013423020332140823
709,2015-08-18,
710,2015-08-19,
711,2015-08-20,0.0120969217088287
712,2015-08-21,-0.0120969217088287
713,2015-08-24,-0.043530188457134855
714,2015-08-25,0.004228336109521225
715,2015-08-26,0.018809331957496234
716,2015-08-27,0.042559614418795855
717,2015-08-28,-0.022067094028678458
718,2015-08-31,0.010090902981962913
719,2015-09-01,-0.024391453124159135
720,2015-09-02,-0.010341353794732777
721,2015-09-03,0.04472289999397816
722,2015-09-04,0.011857846450783471
723,2015-09-08,0.0
724,2015-09-09,-0.03804262544585035
725,2015-09-10,-0.0020429016298004754
726,2015-09-11,0.03614851411631137
727,2015-09-14,0.023392879574705372
728,2015-09-15,0.02849195579430619
729,2015-09-16,0.03496216256213991
730,2015-09-17,
731,2015-09-18,
732,2015-09-21,
733,2015-09-22,
734,2015-09-23,
735,2015-09-24,-0.017839918128331078
736,2015-09-25,0.03343477608623746
737,2015-09-28,-0.025466606437060557
738,2015-09-29,
739,2015-09-30,
740,2015-10-01,
741,2015-10-02,
742,2015-10-05,
743,2015-10-06,
744,2015-10-07,
745,2015-10-08,-0.007104825623744704
746,2015-10-09,
747,2015-10-13,
748,2015-10-14,-0.03470667976549957
749,2015-10-15,
750,2015-10-16,
751,2015-10-19,
752,2015-10-20,
753,2015-10-21,
754,2015-10-22,0.03922071315328135
755,2015-10-23,0.011472401162236912
756,2015-10-26,-0.028931622534005497
757,2015-10-27,0.011673284304724696
758,2015-10-28,-0.035436778756910314
759,2015-10-29,-0.004016069654890098
760,2015-10-30,0.010010093595100411
761,2015-11-03,0.07666588174791711
762,2015-11-04,0.014652276786870422
763,2015-11-05,0.07864312731911305
764,2015-11-06,-0.025533302005164682
765,2015-11-09,-0.01739174271186905
766,2015-11-10,0.05959209720224545
767,2015-11-11,0.038902798669599115
768,2015-11-12,-0.0225089888939225
