,Time,Returns_BRAP4
173,2013-06-20,0.007376658452789897
174,2013-06-21,-0.004142698675010603
175,2013-06-24,-0.07268973336827766
176,2013-06-25,0.029809194684853324
177,2013-06-26,-0.027826983975912878
178,2013-06-27,-0.003968258978781503
179,2013-06-28,-0.0004971414222629811
180,2013-07-01,0.019207632633298832
181,2013-07-02,-0.034742998948924964
182,2013-07-03,-0.021956358150308386
183,2013-07-04,0.051319006497584585
184,2013-07-05,-0.011840247150022076
185,2013-07-08,-0.007472014838700858
186,2013-07-10,0.01242251999855748
187,2013-07-11,0.04820210181787754
188,2013-07-12,-0.015173358912517365
189,2013-07-15,0.01752348930911296
190,2013-07-16,0.019986768501316643
191,2013-07-17,0.004133186136586531
192,2013-07-18,0.017265353518353344
193,2013-07-19,-0.01955945867682196
194,2013-07-22,0.0249502622666542
195,2013-07-23,0.03218258854559819
196,2013-07-24,-0.012661116800578132
197,2013-07-25,0.01005472951695996
198,2013-07-26,
199,2013-07-29,
200,2013-07-30,-0.025998379914096148
201,2013-07-31,0.0
202,2013-08-01,0.008888947417246218
203,2013-08-02,-0.0022148846754519447
204,2013-08-05,0.004424830326254625
205,2013-08-06,-0.010652564116207408
206,2013-08-07,0.025552050962254658
207,2013-08-08,0.04216081082427792
208,2013-08-09,0.04524921077896282
209,2013-08-12,0.007544248457286962
210,2013-08-13,0.0067021734536441
211,2013-08-14,0.0027466761873271572
212,2013-08-15,0.012074148631159964
213,2013-08-16,0.010015492040887697
214,2013-08-19,0.012947629467560784
215,2013-08-20,-0.03660589791223501
216,2013-08-21,-0.013433667319109333
217,2013-08-22,0.029782805320638595
218,2013-08-23,-0.0011589338527424609
219,2013-08-26,-0.012055444467046872
220,2013-08-27,-0.0289759908656273
221,2013-08-28,-0.006464668978809929
222,2013-08-29,-0.0032480743131642065
223,2013-08-30,0.0032480743131642065
224,2013-09-02,0.03661371963043214
225,2013-09-03,0.0003907013138193527
226,2013-09-04,-0.003913899321136505
227,2013-09-05,-0.002748872730351959
228,2013-09-06,-0.00908554523411187
229,2013-09-09,0.0273989345055754
230,2013-09-10,0.014184634991956546
231,2013-09-11,-0.019216579033174863
232,2013-09-12,-0.00271999385259436
233,2013-09-13,0.003883422356201649
234,2013-09-16,0.0011621539398682934
235,2013-09-17,-0.005045576296069942
236,2013-09-18,0.011990048648880869
237,2013-09-19,-0.019802627296179764
238,2013-09-20,-0.001569898312418161
239,2013-09-23,0.007045039198946501
240,2013-09-24,-0.015327437329539784
241,2013-09-25,-0.0015854541883402185
242,2013-09-26,0.012613568889967564
243,2013-09-27,-0.016986424285257762
244,2013-09-30,-0.02012140319942146
245,2013-10-01,0.0008127184353741157
246,2013-10-02,0.0012177391150078876
247,2013-10-03,-0.018424226003745048
248,2013-10-04,0.018424226003745048
249,2013-10-07,-0.026723070140753258
250,2013-10-08,0.0012492610150793837
251,2013-10-09,-0.023154096403129376
252,2013-10-10,-0.0034129725962399604
253,2013-10-11,0.016949516296965506
254,2013-10-14,0.051188248950091886
255,2013-10-15,0.011115676402870811
256,2013-10-16,-0.0011851078058020548
257,2013-10-17,0.0
258,2013-10-18,0.011787995277734886
259,2013-10-21,0.02240340899623705
260,2013-10-22,0.017793390130099507
261,2013-10-23,-0.016648171429915593
262,2013-10-24,-0.0030569379196050406
263,2013-10-25,-0.008069169778258889
264,2013-10-28,0.0069204428445739374
265,2013-10-29,0.002678402213406539
266,2013-10-30,0.006854558445317238
267,2013-10-31,0.011696039763191113
268,2013-11-01,-0.022379086805152326
269,2013-11-04,0.0193738253396889
270,2013-11-05,-0.012112184410449256
271,2013-11-06,0.01135941808297991
272,2013-11-07,-0.03174866066397719
273,2013-11-08,-0.018039704893550113
274,2013-11-11,0.012974430085414212
275,2013-11-12,-0.02571848920782971
276,2013-11-13,-0.011285931736421784
277,2013-11-14,0.003237558473434099
278,2013-11-18,0.030636969461889763
279,2013-11-19,-0.028618845628234357
280,2013-11-21,-0.010131799341023484
281,2013-11-22,0.014155989963330562
282,2013-11-25,-0.01619468591998041
283,2013-11-26,-0.03404230753487658
284,2013-11-27,0.029952322283351318
285,2013-11-28,0.016260480549198597
286,2013-11-29,0.024299184483717706
287,2013-12-02,-0.024702410946127795
288,2013-12-03,-0.018730229590513403
289,2013-12-04,0.01347234094076688
290,2013-12-05,0.013693327132002331
291,2013-12-06,0.005982071677547385
292,2013-12-09,0.009891277478742744
293,2013-12-10,-0.001970443987298509
294,2013-12-11,-0.02759623230099395
295,2013-12-12,-0.0044706842288668724
296,2013-12-13,-0.01767040018897781
297,2013-12-16,0.00331126116660041
298,2013-12-17,0.012728523055067331
299,2013-12-18,-0.0020421081640704664
300,2013-12-19,0.024632822794251386
301,2013-12-20,-0.03490618252548172
302,2013-12-23,0.005766119883878318
303,2013-12-26,0.002051282770557439
304,2013-12-27,0.0114100667380308
305,2013-12-30,0.01607751672753288
306,2014-01-02,-0.0382005415203559
307,2014-01-03,-0.0033195052605918818
308,2014-01-06,-0.008766451649421914
309,2014-01-07,-0.027201040132882603
310,2014-01-08,0.003440949631663859
311,2014-01-09,-0.0479317929098535
312,2014-01-10,0.0
313,2014-01-13,0.007628486281486158
314,2014-01-14,-0.006278092228658938
315,2014-01-15,0.008064559836730378
316,2014-01-16,0.0
317,2014-01-17,-0.006266806543559156
318,2014-01-20,-0.02133055734579381
319,2014-01-21,-0.03168941773693801
320,2014-01-22,0.01736720446787432
321,2014-01-23,-0.028317182955739817
322,2014-01-24,0.02224953320979317
323,2014-01-27,-0.00799064143619388
324,2014-01-28,0.01823754035771019
325,2014-01-29,0.0395236989017036
326,2014-01-30,-0.016618437322797774
327,2014-01-31,0.009914412214128365
328,2014-02-03,-0.041195711595217066
329,2014-02-04,0.006984848118237519
330,2014-02-05,0.01474011026736921
331,2014-02-06,0.032834025864827865
332,2014-02-07,-0.009335520330373548
333,2014-02-10,-0.03592107125774735
334,2014-02-11,0.024240794185309333
335,2014-02-12,-0.008622608449494251
336,2014-02-13,0.015377959516451156
337,2014-02-14,0.024386000599318614
338,2014-02-17,-0.012340438938915899
339,2014-02-18,-0.005335673070671287
340,2014-02-19,0.003115960678257146
341,2014-02-20,-0.012972716328802925
342,2014-02-21,-0.004060371019481757
343,2014-02-24,-0.028429286728472558
344,2014-02-25,-0.022102897867892324
345,2014-02-26,0.0023746864074367657
346,2014-02-27,0.020193219606477353
347,2014-02-28,-0.009341544095439858
348,2014-03-05,-0.0470787715439438
349,2014-03-06,-0.004436783220990392
350,2014-03-07,-0.048073965661296736
351,2014-03-10,-0.031063301421492717
352,2014-03-11,0.004268949691776491
353,2014-03-12,0.006369395037344905
354,2014-03-13,-0.02681125745065671
355,2014-03-14,0.004338401598598107
356,2014-03-17,0.0005409791854953383
357,2014-03-18,0.03455028837916929
358,2014-03-19,-0.005238251893976198
359,2014-03-20,0.004715649294018132
360,2014-03-21,0.012983823684786788
361,2014-03-24,-0.0031007260786592994
362,2014-03-25,-0.001035784687005048
363,2014-03-26,-0.010416709044782646
364,2014-03-27,0.015584731016697884
365,2014-03-28,-0.005168021971915238
366,2014-03-31,0.01949784752674022
367,2014-04-01,0.001523178804852865
368,2014-04-02,0.053826868201388045
369,2014-04-03,0.009569499093074807
370,2014-04-04,-0.0004763038908812689
371,2014-04-07,0.017941982293085523
372,2014-04-08,-0.004220404659703636
373,2014-04-09,0.004220404659703636
374,2014-04-10,0.0009353602178676645
375,2014-04-11,0.0004674456843107855
376,2014-04-14,0.0014008874576800778
377,2014-04-15,-0.03465806090498491
378,2014-04-16,0.01391238525204086
379,2014-04-17,0.017941982293085523
380,2014-04-22,-0.006101919751889451
381,2014-04-23,-0.005665690187193206
382,2014-04-24,0.010362739687062472
383,2014-04-25,-0.014157810475582178
384,2014-04-28,-0.05369762071388262
385,2014-04-29,-0.011094516219593675
386,2014-04-30,-0.024641853226988086
387,2014-05-02,0.03874082831643033
388,2014-05-05,-0.006018122627375
389,2014-05-06,-0.0025182083949113476
390,2014-05-07,-0.0015140553362669174
391,2014-05-08,-0.002528395848306886
392,2014-05-09,-0.008644854244766353
393,2014-05-12,0.02621117796266592
394,2014-05-13,-0.00598804184462276
395,2014-05-14,0.02325115816815737
396,2014-05-15,-0.0019579545668113596
397,2014-05-16,-0.010342322909645318
398,2014-05-19,-0.03219604043018265
399,2014-05-20,-0.00872919580034237
400,2014-05-21,-0.006207935255308161
401,2014-05-22,0.016980083810196778
402,2014-05-23,-0.007682444758136064
403,2014-05-26,0.006150659929649027
404,2014-05-27,-0.005123013384946251
405,2014-05-28,-0.006182348547247418
406,2014-05-29,0.0010331095693381087
407,2014-05-30,-0.04056394832597343
408,2014-06-02,0.03174875039791214
409,2014-06-03,-0.0015637740595146887
410,2014-06-04,-0.007855499940308874
411,2014-06-05,-0.008978143223224322
412,2014-06-06,0.030819936578601048
413,2014-06-09,0.026397370310495383
414,2014-06-10,-0.005526213649917011
415,2014-06-11,-0.007585320627836456
416,2014-06-13,-0.01020422093566209
417,2014-06-16,0.0015373305221624278
418,2014-06-17,-0.00616339891094464
419,2014-06-18,0.014830289324444301
420,2014-06-20,-0.0005077430671285299
421,2014-06-23,0.023589499764933297
422,2014-06-24,-0.012980711472720952
423,2014-06-25,-0.0015086248395963509
424,2014-06-26,0.024361133907383703
425,2014-06-27,-0.008384758944019133
426,2014-06-30,0.002967311698333308
427,2014-07-01,0.015678910112317368
428,2014-07-02,0.017349832793042808
429,2014-07-03,0.014702659915829308
430,2014-07-04,0.004228336109521447
431,2014-07-07,-0.013689097085234359
432,2014-07-08,0.006631904775235675
433,2014-07-10,-0.0009447331831617944
434,2014-07-11,-0.0009456738516981922
435,2014-07-14,0.01595533650226333
436,2014-07-15,0.01111117938455397
437,2014-07-16,0.010078051400716603
438,2014-07-17,-0.0027385685759941936
439,2014-07-18,0.005923963688430067
440,2014-07-21,0.003628121893655578
441,2014-07-22,0.014382270380809636
442,2014-07-23,-0.0017864676080714403
443,2014-07-24,0.015964817659687824
444,2014-07-25,0.004827746923357523
445,2014-07-28,0.016069792413658135
446,2014-07-29,-0.002588396669224391
447,2014-07-30,-0.004329054473534821
448,2014-07-31,-0.0021715101295587402
449,2014-08-01,-0.019759194326361307
450,2014-08-04,0.004866233997071756
451,2014-08-05,-0.009756130382085448
452,2014-08-06,-0.001784166356780581
453,2014-08-07,-0.003129893008927631
454,2014-08-08,-0.006289283842220161
455,2014-08-11,0.009419176851147792
456,2014-08-12,-0.003129893008927631
457,2014-08-13,-0.01352585964516928
458,2014-08-14,-0.02528293656623326
459,2014-08-15,0.006496588823866389
460,2014-08-18,0.005074935803807801
461,2014-08-19,0.008249359339036921
462,2014-08-20,0.008634454916331968
463,2014-08-21,-0.0009053871148125836
464,2014-08-22,-0.005905036329628466
465,2014-08-25,-0.01607387038914654
466,2014-08-26,-0.005105604035700484
467,2014-08-27,-0.007004464780811848
468,2014-08-28,-0.0426003144850422
469,2014-08-29,0.0029296406957244336
470,2014-09-01,-0.03019284035384251
471,2014-09-02,0.00351136562216281
472,2014-09-03,0.0
473,2014-09-04,-0.015644982633589155
474,2014-09-05,-0.021075053985227132
475,2014-09-08,-0.010444011654523244
476,2014-09-09,0.007843282037797827
477,2014-09-10,-0.005221996064483481
478,2014-09-11,-0.004723178552246576
479,2014-09-12,-0.0031611722014552868
480,2014-09-15,0.01570707643491076
481,2014-09-16,-0.001559709220784633
482,2014-09-17,-0.010460294395764347
483,2014-09-18,-0.008978143223224322
484,2014-09-19,-0.008524238922002159
485,2014-09-22,-0.03761691707585335
486,2014-09-23,-0.0027815872515719597
487,2014-09-24,0.011080390066267043
488,2014-09-25,-0.008298802814695083
489,2014-09-26,-0.020202764006863383
490,2014-09-29,-0.004545462629940378
491,2014-09-30,0.02029387628742363
492,2014-10-01,-0.007280849657687494
493,2014-10-02,0.01948283167110043
494,2014-10-03,-0.0038662849560600066
495,2014-10-06,0.001106194803066618
496,2014-10-07,0.0
497,2014-10-08,-0.003322206728862298
498,2014-10-09,-0.008913707547297367
499,2014-10-10,-0.027803322831199573
500,2014-10-13,0.05811696852731618
501,2014-10-14,0.038343302951041824
502,2014-10-15,-0.007867808954008293
503,2014-10-16,-0.05021303220634232
504,2014-10-17,0.020280279063879636
505,2014-10-20,-0.012558122653928638
506,2014-10-21,0.0010981879192653032
507,2014-10-22,-0.0016477894417779027
508,2014-10-23,0.0005496015225125994
509,2014-10-24,0.011472346217183294
510,2014-10-27,-0.059301488852117945
511,2014-10-28,0.009750579115376912
512,2014-10-29,-0.0636256350529627
513,2014-10-30,-0.04924653346912056
514,2014-10-31,0.017733206935794943
515,2014-11-03,-0.007561472700576388
516,2014-11-04,-0.038689544950178956
517,2014-11-05,-0.0032927260569759476
518,2014-11-06,-0.028774149739686727
519,2014-11-07,0.011474982476874285
520,2014-11-10,-0.021710486370901005
521,2014-11-11,-0.03347592919638975
522,2014-11-12,-0.009262624115252027
523,2014-11-13,-0.010072027592203714
524,2014-11-14,0.024286908025922482
525,2014-11-17,0.019567360855851756
526,2014-11-18,-0.04240918192509335
527,2014-11-19,0.00575955515836668
528,2014-11-21,0.08593398417576958
529,2014-11-24,0.0026315804660557163
530,2014-11-25,0.005242475964850168
531,2014-11-26,-0.03525473185510153
532,2014-11-27,0.0013531801794202103
533,2014-11-28,0.014765368922661892
534,2014-12-01,-0.06112441358027443
535,2014-12-02,-0.01642307529884368
536,2014-12-03,0.0021574981400211968
537,2014-12-04,-0.023256862164267034
538,2014-12-05,0.017493157447517227
539,2014-12-08,-0.04734612059719856
540,2014-12-09,-0.03782774439096226
541,2014-12-10,-0.029543066724121214
542,2014-12-11,-0.0354676351100327
543,2014-12-12,-0.02035693706874442
544,2014-12-15,-0.024285668839373553
545,2014-12-16,0.047995500918428746
546,2014-12-17,0.013300279187481223
547,2014-12-18,0.034891977639773586
548,2014-12-19,0.07746301212093565
549,2014-12-22,0.005886698382731037
550,2014-12-23,0.03390155167568132
551,2014-12-26,-0.01933465170745574
552,2014-12-29,0.025697345495284463
553,2014-12-30,-0.012052609565507133
554,2015-01-02,-0.031886759475894255
555,2015-01-05,-0.009619016082701659
556,2015-01-06,0.04364328973190679
557,2015-01-07,0.025993736077047913
558,2015-01-08,0.014458083175230119
559,2015-01-09,-0.020718973191952372
560,2015-01-12,-0.010522720736099167
561,2015-01-13,0.025758472513520037
562,2015-01-14,-0.08233628666063586
563,2015-01-15,0.006693963262798697
564,2015-01-16,0.04280668051023184
565,2015-01-19,-0.01574835696813892
566,2015-01-20,0.02704791222207259
567,2015-01-21,0.013254466801949416
568,2015-01-22,-0.019594748696532438
569,2015-01-23,-0.0581982392429885
570,2015-01-26,-0.056233527733191124
571,2015-01-27,-0.026496933535123723
572,2015-01-28,-0.029729687468118993
573,2015-01-29,-0.04106650610957585
574,2015-01-30,0.021599111803461746
575,2015-02-02,0.04184710993550045
576,2015-02-03,0.03384690537385637
577,2015-02-04,-0.013562234202350698
578,2015-02-05,0.006405145997260497
579,2015-02-06,-0.014469705833990876
580,2015-02-09,0.05283057370643718
581,2015-02-10,-0.05607469658406128
582,2015-02-11,0.05068384794918446
583,2015-02-12,0.025916084579607368
584,2015-02-13,0.027459981417490287
585,2015-02-18,0.01885480076362933
586,2015-02-19,-0.03434754885842528
587,2015-02-20,0.018416726786230964
588,2015-02-23,-0.03717900324175405
589,2015-02-24,0.026907452919924246
590,2015-02-25,0.004415018209116717
591,2015-02-26,-0.03132247112904096
592,2015-02-27,-0.003795070968551695
593,2015-03-02,-0.03797434190774318
594,2015-03-03,0.02187587235672428
595,2015-03-04,-0.01244184012336591
596,2015-03-05,-0.046445497210177766
597,2015-03-06,-0.0032840752011900065
598,2015-03-09,-0.01993421490081726
599,2015-03-10,-0.02377021933391177
600,2015-03-11,0.0008587377084179337
601,2015-03-12,-0.012089957277918284
602,2015-03-13,-0.011358794035606579
603,2015-03-16,-0.0008791209357403851
604,2015-03-17,0.04556009235503922
605,2015-03-18,-0.025533302005164682
606,2015-03-19,-0.028860770060634255
607,2015-03-20,0.0560733335855188
608,2015-03-23,0.006688988150796771
609,2015-03-24,-0.03390155167568132
610,2015-03-25,0.01029168603654762
611,2015-03-26,-0.047170316421913494
612,2015-03-27,-0.034580333596779145
613,2015-03-30,0.008298802814695083
614,2015-03-31,-0.033616610798985036
615,2015-04-01,-0.020144566092467286
616,2015-04-02,0.028655255760376086
617,2015-04-06,-0.0009420631879013541
618,2015-04-07,0.04063347533787054
619,2015-04-08,-0.007266153676622977
620,2015-04-09,-0.010999194300670645
621,2015-04-10,-0.013921338518608106
622,2015-04-13,-0.014117881545784972
623,2015-04-14,0.01877989465159624
624,2015-04-15,0.010180559932117639
625,2015-04-16,-0.014842573037928908
626,2015-04-17,-0.0009350164309065434
627,2015-04-20,-0.0009358915049051397
628,2015-04-22,0.05819823924298806
629,2015-04-23,0.05499667574744915
630,2015-04-24,0.05608946665104364
631,2015-04-27,-0.046934180064089226
632,2015-04-28,0.008250871889995626
633,2015-04-29,-0.05055836579385087
634,2015-04-30,0.03649110858241533
635,2015-05-04,0.056695343676545384
636,2015-05-05,0.053652713492319926
637,2015-05-06,-0.031074876274357344
638,2015-05-07,-0.016298381733119705
639,2015-05-08,-0.03422538587540247
640,2015-05-11,0.021626794039081076
641,2015-05-12,-0.02975692012233111
642,2015-05-13,-0.03742640551911691
643,2015-05-14,-0.025752496102414923
644,2015-05-15,0.0008691873645871873
645,2015-05-18,-0.038074541414653496
646,2015-05-19,-0.019134980186020112
647,2015-05-20,-0.007386921863074658
648,2015-05-21,0.005545300716425228
649,2015-05-22,0.013730192811902242
650,2015-05-25,0.014440684154794159
651,2015-05-26,0.007142887512380014
652,2015-05-27,0.013256932993546133
653,2015-05-28,-0.021296279552962982
654,2015-05-29,0.01777824602128364
655,2015-06-01,-0.01777824602128364
656,2015-06-02,0.07762516203053593
657,2015-06-03,-0.031186682536582744
658,2015-06-05,0.0068259650703996755
659,2015-06-08,-0.039016652342451774
660,2015-06-09,-0.016043124840575462
661,2015-06-10,0.05420907530271446
662,2015-06-11,0.015202995519656426
663,2015-06-12,-0.005884842540245128
664,2015-06-15,-0.02302873621791912
665,2015-06-16,-0.02622527919008988
666,2015-06-17,-0.011581421208405551
667,2015-06-18,0.03866914115915421
668,2015-06-19,
669,2015-06-22,
670,2015-06-23,0.006999153682188286
671,2015-06-24,
672,2015-06-25,
673,2015-06-26,0.011550550451203012
674,2015-06-29,-0.029585304359506903
675,2015-06-30,-0.04275744226964573
676,2015-07-01,-0.022084430910294106
677,2015-07-02,-0.00291687129512308
678,2015-07-03,-0.020659859268873593
679,2015-07-06,-0.010994613501091877
680,2015-07-07,0.010994613501091877
681,2015-07-08,-0.0457629416893921
682,2015-07-10,0.013436894672242516
683,2015-07-13,0.05590277758114626
684,2015-07-14,-0.04061974960096926
685,2015-07-15,-0.020429719731946072
686,2015-07-16,0.014344508256400434
687,2015-07-17,-0.013313048649738146
688,2015-07-20,-0.0010314596066622883
689,2015-07-21,-0.007250161225059504
690,2015-07-22,-0.02846792137701959
691,2015-07-23,0.02846792137701959
692,2015-07-24,-0.03382986451840475
693,2015-07-27,0.00963089306096121
694,2015-07-28,0.04273709245635482
695,2015-07-29,0.012170535620255052
696,2015-07-30,-0.0464240140987946
697,2015-07-31,0.037310026961088205
698,2015-08-03,-0.014344508256400434
699,2015-08-04,0.03149066709137127
700,2015-08-05,0.03149866705937088
701,2015-08-06,0.01729149711006084
702,2015-08-07,-0.06491954609931572
703,2015-08-10,0.03691192111241248
704,2015-08-11,-0.046100347166818434
705,2015-08-12,0.0020491810449354553
706,2015-08-13,-0.025921617251417395
707,2015-08-14,-0.022305757514298197
708,2015-08-17,-0.02281467776617152
709,2015-08-18,-0.022223136784710107
710,2015-08-19,-0.02733655416375047
711,2015-08-20,0.03739812590918534
712,2015-08-21,-0.02022540853544097
713,2015-08-24,-0.09270291198941782
714,2015-08-25,-0.020126465529358484
715,2015-08-26,0.047155137917277656
716,2015-08-27,0.10463297833944951
717,2015-08-28,-0.006571765163234655
718,2015-08-31,0.02923868272752639
719,2015-09-01,-0.02375921696290062
720,2015-09-02,0.05112934652260437
721,2015-09-03,0.017499159866491976
722,2015-09-04,-0.015424470325631656
723,2015-09-08,0.05051579013690155
724,2015-09-09,-0.007912998757325429
725,2015-09-10,0.050349452882844314
726,2015-09-11,-0.040467949552846605
727,2015-09-14,
728,2015-09-15,
729,2015-09-16,0.00735683822570854
730,2015-09-17,0.0339713572671374
731,2015-09-18,0.006054508908706069
732,2015-09-21,-0.020325903014038804
733,2015-09-22,-0.04407848895694366
734,2015-09-23,-0.04050909641073597
735,2015-09-24,-0.005602255548669888
736,2015-09-25,-0.02849195579430619
737,2015-09-28,
738,2015-09-29,
739,2015-09-30,
740,2015-10-01,
741,2015-10-02,0.04295494947039691
742,2015-10-05,0.005665737535677007
743,2015-10-06,0.011236073266926105
744,2015-10-07,0.05753078398016642
745,2015-10-08,
746,2015-10-09,
747,2015-10-13,0.0
748,2015-10-14,
749,2015-10-15,
750,2015-10-16,
751,2015-10-19,-0.03256101604931194
752,2015-10-20,-0.03121501934792459
753,2015-10-21,
754,2015-10-22,
755,2015-10-23,
756,2015-10-26,
757,2015-10-27,-0.022250608934820004
758,2015-10-28,0.004987541511038973
759,2015-10-29,-0.030305349495328482
760,2015-10-30,0.056089466651043196
761,2015-11-03,0.006042314455962927
762,2015-11-04,-0.01701134582653685
