,Time,Returns_PETR3
0,2012-10-02,0.0076792611233016395
1,2012-10-03,-0.015417906793922853
2,2012-10-04,0.00344679358908051
3,2012-10-05,-0.006472514505617699
4,2012-10-08,0.009049792619874264
5,2012-10-09,-0.009049792619874264
6,2012-10-10,-0.006514637448209903
7,2012-10-11,0.017279004035368306
8,2012-10-15,0.014033825900898744
9,2012-10-16,0.0
10,2012-10-17,-0.009760272479594434
11,2012-10-18,0.002129883613902983
12,2012-10-19,-0.02020266389589631
13,2012-10-22,-0.0034797771746792883
14,2012-10-23,-0.019802670869163652
15,2012-10-24,-0.010274827941097797
16,2012-10-25,0.01116332200221315
17,2012-10-26,0.016296287005785004
18,2012-10-29,-0.03512248175356758
19,2012-10-30,0.009009025099315782
20,2012-10-31,-0.0365336984894058
21,2012-11-01,0.006952519314881833
22,2012-11-05,0.016036998909817246
23,2012-11-06,0.01980267185945861
24,2012-11-07,-0.024815259365964515
25,2012-11-08,-0.029202492938008362
26,2012-11-09,0.00843100993058954
27,2012-11-12,-0.017408155028293848
28,2012-11-13,0.001896681415044732
29,2012-11-14,-0.034212008380971604
30,2012-11-16,-0.038985395744555174
31,2012-11-19,0.006603986241515258
32,2012-11-21,-0.02824316023006279
33,2012-11-22,0.002600729616725417
34,2012-11-23,0.029180468168048534
35,2012-11-26,-0.02296599985671266
36,2012-11-27,-0.015609109432801471
37,2012-11-28,0.00679391150474018
38,2012-11-29,0.017041464974795417
39,2012-11-30,-0.022263461039278898
40,2012-12-03,0.017129928336764078
41,2012-12-04,-0.013993490846634149
42,2012-12-05,0.006762106215253638
43,2012-12-06,-0.013044796873741493
44,2012-12-07,0.021305039594109232
45,2012-12-10,0.024379012746367668
46,2012-12-11,0.01543471019456133
47,2012-12-12,-0.008933111735925259
48,2012-12-13,-0.01456209550081411
49,2012-12-14,0.038695255097916714
50,2012-12-17,-0.016188728144102438
51,2012-12-18,0.008862736713830976
52,2012-12-19,0.035158883451716694
53,2012-12-20,0.0066038449102583385
54,2012-12-21,-0.018505914090429343
55,2012-12-26,-0.03360423326750128
56,2012-12-27,-0.034773016284514124
57,2012-12-28,0.002560769710777233
58,2013-01-02,0.014724866576248719
59,2013-01-03,0.036619628549176664
60,2013-01-04,0.003395589001138344
61,2013-01-07,-0.013161340680178046
62,2013-01-08,-0.028872091531426225
63,2013-01-09,0.010050386358553265
64,2013-01-10,0.00647891642060916
65,2013-01-11,0.002480824950862992
66,2013-01-14,-0.005964282242123531
67,2013-01-15,0.003483457291260539
68,2013-01-16,0.00347146393750819
69,2013-01-17,-0.006954921228768729
70,2013-01-18,-0.008008000952892669
71,2013-01-21,-0.009593661301486645
72,2013-01-22,0.013105026923649454
73,2013-01-23,-0.00703515482090511
74,2013-01-24,0.004528309624747706
75,2013-01-28,-0.01619468591998041
76,2013-01-29,-0.013354076211323562
77,2013-01-30,-0.05254591552456889
78,2013-01-31,-0.006560985810007747
79,2013-02-01,0.021167736864041053
80,2013-02-04,-0.028324387282832486
81,2013-02-05,-0.08650924290928241
82,2013-02-06,-0.012731363619574054
83,2013-02-07,-0.017852059752506477
84,2013-02-08,-0.006230549750636083
85,2013-02-13,-0.008158187701463593
86,2013-02-14,-0.0050537062707669556
87,2013-02-15,-0.0057161159132883554
88,2013-02-18,0.017051249872658936
89,2013-02-19,-0.001253132996067663
90,2013-02-20,-0.027329314475780908
91,2013-02-21,-0.022809721394631666
92,2013-02-22,-0.004625049539562109
93,2013-02-25,-0.013333530869465537
94,2013-02-26,-0.013513719166722726
95,2013-02-27,0.0020387366898484416
96,2013-02-28,-0.016427474141948117
97,2013-03-01,0.013027266853778752
