,Time,Returns_BBDC3
0,2012-10-02,0.0033228533912925684
1,2012-10-03,-0.026167308716426252
2,2012-10-04,0.005663530553289942
3,2012-10-05,-0.00377410351059293
4,2012-10-08,0.0
5,2012-10-09,-0.030322684777519537
6,2012-10-10,-0.0023363106331126815
7,2012-10-11,0.01164588232371111
8,2012-10-15,0.006160734237545373
9,2012-10-16,0.020511102949196225
10,2012-10-17,0.009352912289615212
11,2012-10-18,0.0
12,2012-10-19,-0.003359777873066516
13,2012-10-22,-0.011269559583200195
14,2012-10-23,-0.010643613958429832
15,2012-10-24,0.0072341172209999804
16,2012-10-25,0.020272411395381162
17,2012-10-26,-0.009711257126714834
18,2012-10-29,0.0067299699201996965
19,2012-10-30,0.007801866576430783
20,2012-10-31,-0.011530447831546553
21,2012-11-01,0.03708609242950933
22,2012-11-05,0.0003587960426503223
23,2012-11-06,0.01324638756767138
24,2012-11-07,-0.022294598538368682
25,2012-11-08,-0.014654140957222506
26,2012-11-09,-0.0007348235133535219
27,2012-11-12,-0.010392551234048142
28,2012-11-13,0.023964416934531663
29,2012-11-14,-0.009885416677994918
30,2012-11-16,0.0537142726202946
31,2012-11-19,0.04600033322498209
32,2012-11-21,0.01879978314636288
33,2012-11-22,0.008140449054808485
34,2012-11-23,0.01925971192161846
35,2012-11-26,-0.003820270641050616
36,2012-11-27,-0.018362948893948072
37,2012-11-28,-0.015065290731100855
38,2012-11-29,0.014741610547782447
39,2012-11-30,0.05380758107479089
40,2012-12-03,0.005535369861756401
41,2012-12-04,-0.009545656228641342
42,2012-12-05,0.01626319586155711
43,2012-12-06,-0.010710534837532926
44,2012-12-07,0.00857766381714331
45,2012-12-10,0.023814046873568806
46,2012-12-11,0.018300011349751788
47,2012-12-12,0.009607322392671147
48,2012-12-13,0.02234526403523729
49,2012-12-14,-0.014267472047455154
50,2012-12-17,-0.0130147839233139
51,2012-12-18,0.01157442060733338
52,2012-12-19,0.030608276361614895
53,2012-12-20,-0.02486850769465132
54,2012-12-21,0.006560566907137577
55,2012-12-26,-0.030594373534383212
56,2012-12-27,-0.004995069333917801
57,2012-12-28,-0.0002932622002380647
58,2013-01-02,0.033319484518873566
59,2013-01-03,0.053003007636019284
60,2013-01-04,-0.002436984992618463
61,2013-01-07,-0.023851470785676288
62,2013-01-08,-0.003332957166901629
63,2013-01-09,0.022025876291296154
64,2013-01-10,-0.006284642189884337
65,2013-01-11,-0.010743686893128324
66,2013-01-14,0.015120374256087477
67,2013-01-15,-0.011804048950098789
68,2013-01-16,0.007704487485448386
69,2013-01-17,0.007095432784257394
70,2013-01-18,0.006507620161218419
71,2013-01-21,-0.011143081136732125
72,2013-01-22,0.0
73,2013-01-23,-0.008233871282340655
74,2013-01-24,0.0016530901958042854
75,2013-01-28,-0.02648368586062766
76,2013-01-29,-0.033022838034595825
77,2013-01-30,-0.0023416302150449653
78,2013-01-31,0.035083219529785215
79,2013-02-01,-0.007659058526697571
80,2013-02-04,-0.010014921907137708
81,2013-02-05,-0.0025935777883066002
82,2013-02-06,-0.011017433867396953
83,2013-02-07,-0.003211084831637123
84,2013-02-08,0.026270047220152914
85,2013-02-13,0.005113911518462189
86,2013-02-14,-0.011404120239816518
87,2013-02-15,0.030214599102165174
88,2013-02-18,0.015187383178488112
89,2013-02-19,-0.01769129670982128
90,2013-02-20,-0.01999912970175055
91,2013-02-21,-0.001993261973765925
92,2013-02-22,0.010773764047065981
93,2013-02-25,-0.007361126679549024
94,2013-02-26,-0.013152436610663898
95,2013-02-27,-0.0014382267413721728
96,2013-02-28,0.015160584741109595
97,2013-03-01,0.012978843927540229
98,2013-03-04,0.009484389281527505
99,2013-03-05,-0.005568634881338408
100,2013-03-06,0.0039004364122412483
101,2013-03-07,0.012162246452768422
102,2013-03-08,0.002743848436008278
103,2013-03-11,-0.004947012787334337
104,2013-03-12,0.0035737834878899477
105,2013-03-13,0.016866207769202557
106,2013-03-14,0.0075242281299781055
107,2013-03-15,0.02145654680092246
108,2013-03-18,-0.0390129141270017
109,2013-03-19,-0.004093973187948574
110,2013-03-20,0.0068154317862552105
111,2013-03-21,-0.00027046011389764146
112,2013-03-22,-0.010382240946980481
113,2013-03-25,-0.006338319304776796
114,2013-03-26,0.014462010768956812
115,2013-03-27,0.018407777355977206
116,2013-03-28,0.0
117,2013-04-01,0.01778835156156955
118,2013-04-02,-0.0026058674182167785
119,2013-04-03,0.028285404623929367
120,2013-04-04,-0.019054003375738926
121,2013-04-05,-0.014752715960682838
122,2013-04-08,-0.008189530327230354
123,2013-04-09,0.022367996369564658
124,2013-04-10,0.01737287627055073
125,2013-04-11,0.008431522026939753
126,2013-04-12,-0.005613094653060813
