,Time,Returns_ESTC3
761,2015-11-03,0.06206949484237656
762,2015-11-04,0.0060605033984568735
763,2015-11-05,0.006024175026343226
764,2015-11-06,-0.06834957780120954
765,2015-11-09,0.006410278360919008
766,2015-11-10,-0.005124931140255029
767,2015-11-11,0.005124931140255029
768,2015-11-12,0.0012771393817674337
769,2015-11-13,-0.038378693788119644
770,2015-11-16,-0.0019913713849248893
771,2015-11-17,0.09621584024358665
772,2015-11-18,-0.010312496608318789
773,2015-11-19,0.007895637498846142
774,2015-11-23,0.013221285942076388
775,2015-11-24,0.0023852723776336404
776,2015-11-25,-0.0192430471756162
777,2015-11-26,-0.08750821069333536
778,2015-11-27,-0.07426091243084176
779,2015-11-30,-0.04377066305532873
780,2015-12-01,0.02212479628063635
781,2015-12-02,0.08591668613044812
782,2015-12-03,0.023810648693718406
783,2015-12-04,-0.000653808457419025
784,2015-12-07,0.008466348194212436
785,2015-12-08,0.0038835000263977015
786,2015-12-09,-0.028170876966695957
787,2015-12-10,-0.014051753455650573
788,2015-12-11,-0.009478743954543845
789,2015-12-14,-0.04238216787410165
790,2015-12-15,0.021762880671365892
791,2015-12-16,0.0
792,2015-12-17,0.0069204428445739374
793,2015-12-18,-0.07071849745442149
794,2015-12-21,0.02845868816453878
795,2015-12-22,-0.02181904739463958
796,2015-12-23,0.0007350239213681498
797,2015-12-28,0.023957588669003105
798,2015-12-29,-0.018827493137973494
799,2015-12-30,0.01954459607297032
800,2016-01-04,-0.0035906681307285027
801,2016-01-05,-0.1093653267773389
802,2016-01-06,0.08164655725551073
803,2016-01-07,-0.005190964566969658
804,2016-01-08,-0.06132189087431872
805,2016-01-11,0.02729214228800725
806,2016-01-12,-0.03522869188374367
807,2016-01-13,-0.00399202126953746
808,2016-01-14,-0.0016012813669741277
809,2016-01-15,-0.01452810056290943
810,2016-01-18,-0.04915608476874622
811,2016-01-19,-0.0042789966872796015
812,2016-01-20,-0.022550825521896467
813,2016-01-21,-0.02217385749432177
814,2016-01-22,-0.013544225107757324
815,2016-01-26,-0.02858654776141689
816,2016-01-27,0.0074557661313434664
817,2016-01-28,-0.012144007254798694
818,2016-01-29,0.09582269369612728
819,2016-02-01,-0.005136997597916082
820,2016-02-02,-0.028735107236673052
821,2016-02-03,0.054160205602483025
822,2016-02-04,0.040185808933513645
823,2016-02-05,0.0008035355996831584
824,2016-02-10,-0.028515170308021087
825,2016-02-11,-0.0422003544903764
826,2016-02-12,0.015398080111121537
827,2016-02-15,-0.009381731924976044
828,2016-02-16,0.04605250744498468
829,2016-02-17,0.05724933532930532
830,2016-02-18,-0.03699752938080936
831,2016-02-19,-0.01943380999286415
832,2016-02-22,0.032974439019630264
833,2016-02-23,-0.011137744410455674
834,2016-02-24,-0.019386713800190414
835,2016-02-25,-0.025610652130545475
836,2016-02-26,0.03535098887893051
837,2016-02-29,0.03023301066019357
838,2016-03-01,0.04893942904022186
839,2016-03-02,0.0
840,2016-03-03,0.04380262265839274
841,2016-03-04,0.03509131981127034
842,2016-03-07,0.02385121582217975
843,2016-03-08,0.010716780396661907
844,2016-03-09,-0.001333333530864067
845,2016-03-10,0.017196190938914224
846,2016-03-11,-0.10063581124820997
847,2016-03-14,-0.02125400636082686
848,2016-03-15,-0.10536051565782634
849,2016-03-16,0.004926118336055829
850,2016-03-17,0.025870480785363803
851,2016-03-18,0.009531446265552468
852,2016-03-21,-0.020767519532478573
853,2016-03-22,0.016807118316381153
854,2016-03-23,-0.04546237407675724
855,2016-03-24,0.004971012722020607
856,2016-03-28,-0.0737266081371506
857,2016-03-29,0.02893669674004018
858,2016-03-30,0.03482305148171827
859,2016-03-31,-0.010910725106163088
860,2016-04-01,0.01839516752830006
861,2016-04-04,-0.035416855097730515
862,2016-04-05,0.006843482653674293
863,2016-04-06,-0.005985481743037813
864,2016-04-07,0.010238997301094344
865,2016-04-08,0.0415687444955557
866,2016-04-11,-0.018907262782332346
867,2016-04-12,0.039858875268110605
868,2016-04-13,-0.02584958146132532
869,2016-04-14,-0.06072691837424493
870,2016-04-15,0.0492041571374644
871,2016-04-18,-0.01249495639684417
872,2016-04-19,0.024835713589256514
873,2016-04-20,-0.002455997959870171
874,2016-04-22,-0.050430853626891814
875,2016-04-25,0.023009110509257358
876,2016-04-26,0.022491577009775998
877,2016-04-27,-0.029254071082073008
